election_event_id,voting_card_alias,voting_card_id,voting_card_set_alias,verification_card_id
de8dec806e5c43eea053260871d64aa1,23,cf0abc9ca3864a4996310d044570824f,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,964becd14f5c49e1b6f95a09309a3f0d
de8dec806e5c43eea053260871d64aa1,24,cae01e9bb4ea4243a612a987af4fc537,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,0bd40fdb84744f028a8e46743e7b3579
de8dec806e5c43eea053260871d64aa1,25,4edccb6bf332418fac6a366a11f07461,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,51e8bcd2aef04d898f06d7f4abd33ea2
de8dec806e5c43eea053260871d64aa1,26,6d19da92a469493c8430145e2f365c4c,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,4a96d180a7c9492ea7a6eb61c39378e1
de8dec806e5c43eea053260871d64aa1,27,4609bee68b364a5281e37b3a4dbe46e7,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,d72822fe847b47129986471d1d398ab3
de8dec806e5c43eea053260871d64aa1,28,56deec57ee584593842ae51e3cf7106f,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,707101df1a1a4e5da9948f92fe78aa58
de8dec806e5c43eea053260871d64aa1,29,96cf100d2f934ffc8ec82008d4d9481d,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,1fa319e758324fc7837d06d744ff36d1
de8dec806e5c43eea053260871d64aa1,30,12c39cafcc8c4e0d886d190f95310b84,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,8dd411ea4e4a4c9ea052620d3c50c622
de8dec806e5c43eea053260871d64aa1,31,29847a58a9b04a40ba126b1d6ec2efcb,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,3445d414932d49d39762be7ab9467ecf
de8dec806e5c43eea053260871d64aa1,32,c74f5fb6d36848a6a4bbb30c6ff17850,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,ce5bf758046a454db5b8eadcdc23f7da
de8dec806e5c43eea053260871d64aa1,33,7d0a94b0934d46b99414bcf859d25485,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,111d6d0d391c4712a1805a0cf26221f3
de8dec806e5c43eea053260871d64aa1,34,4d18bad88db34fada0e281a7b475bcc2,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,1d02edaaf92a43aab7337dc04c958018
de8dec806e5c43eea053260871d64aa1,35,7b210395ee894fa8bbacd358b65f4e6b,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,c99236623cb84cef820851101be200b8
de8dec806e5c43eea053260871d64aa1,36,53903465536642de88cd1d5c273d01e1,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,526e9494415646518c60dc39884028ee
de8dec806e5c43eea053260871d64aa1,37,1b28cd51ada941e88f393b6f3cb7cdc1,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,2f5d26f07f90477e910387cafccd82e9
de8dec806e5c43eea053260871d64aa1,38,2b68357bb7ca4fe0ab0bb0aca71a0867,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,80f6aae49d4c40d1b95bb425338ea27c
de8dec806e5c43eea053260871d64aa1,39,2f3307fbd7ab4b79aedd37acaeb3ae4a,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,966812b3c34440618b5a01982c181b53
de8dec806e5c43eea053260871d64aa1,40,b78b679aa115404f8d3b4fcdc8b0ac9e,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,dc1ab9f892464a648b9804c53040ba8d
de8dec806e5c43eea053260871d64aa1,41,9445d430b1094fd69d5278119b64779d,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,4f58fc178d834c5fbfbb6b76bbfa7e4e
de8dec806e5c43eea053260871d64aa1,42,555f03f8ef14476e98d0bc048e8d454d,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,04a2425569c24153890a6f6d5728a016
de8dec806e5c43eea053260871d64aa1,43,b9486f9236f24e5dad637f5b75d5b067,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,0073979a74dd4620b22003024a5aa6c7
de8dec806e5c43eea053260871d64aa1,44,fa7bf6b5501947f08e82f038745687f1,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,cd570aa89ed74648b866527bdd914f1d
de8dec806e5c43eea053260871d64aa1,45,306e4c6b9205411fb3af150ece9936da,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,fc1db594c54744acb1d43c48fc39e2ac
de8dec806e5c43eea053260871d64aa1,46,cd9a95d7839444f9b5ef30ff303d2162,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,1db323dd0a1a4877acfbb113676dcbac
de8dec806e5c43eea053260871d64aa1,47,542449ddb8ad499dbb197872c8aeffa7,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,c39f9dcf31f245d6adeb76adbefc8c6b
de8dec806e5c43eea053260871d64aa1,48,6bdca931bdd946a1a0f2425f60143616,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,f6f5a7f0509c46a380b1ddedb9280c01
de8dec806e5c43eea053260871d64aa1,49,6f3cdbf564c141d9b666968da5bbf65c,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,1c690b95946b4fdeb38402b9b6fa6c4f
de8dec806e5c43eea053260871d64aa1,50,d80782279bf04c50adc7007197b59933,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,66dc241d4c674e44b0f208ff68bd9232
de8dec806e5c43eea053260871d64aa1,51,4723ca53c3fd418cb066ea15da9be544,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,c9809c61e54245c6af01d18a3636e76a
de8dec806e5c43eea053260871d64aa1,52,257adf3e02a44d2db4bd80dadf8e2af0,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,d50efe226c2548ecae3f3a36896bea76
de8dec806e5c43eea053260871d64aa1,53,4468f940e4324846afb9c100859f6834,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,ab87c12989da40708f427d7aa5305d7b
de8dec806e5c43eea053260871d64aa1,54,8294ef5f65b84163b9941187b4bf5a28,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,8c65bc39c3b247e291c930d3b7019bbd
de8dec806e5c43eea053260871d64aa1,55,57674ce9f6e1496aaf8133c235509fdb,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,f4964e2637c7426f8013bdf760509961
de8dec806e5c43eea053260871d64aa1,56,a798e813a95b4b98867127ef345dab5f,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,f98ecaeaed9d4f52a4102b29e1a3cddc
de8dec806e5c43eea053260871d64aa1,57,d99d69284b4647d1b48b218910be6c4c,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,b959046c071649c6916c60abda549691
de8dec806e5c43eea053260871d64aa1,58,b261fd4a0fe8477a97b19c7499871b5d,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,9cc7dcdb02104a8cb6720de14ee238e0
de8dec806e5c43eea053260871d64aa1,59,0a858d9b24ea46d4be18e0f5f0a863ed,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,0e918374020840139d531b4e7f6843a1
de8dec806e5c43eea053260871d64aa1,60,47b1b1756c274a3ea981f959ea7e3aa0,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,ec68e2153c264ef9a7a787a499ee08bd
de8dec806e5c43eea053260871d64aa1,61,3f4e5ce9419c45a9b1bc621523a5bcb2,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,e85f9e99a62b448d995e9dc45394b850
de8dec806e5c43eea053260871d64aa1,62,1b963f71a9ce4c87acd7bd494ae4d92d,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,f545d88f1f1f43c1bf3a3eb42cef319a
de8dec806e5c43eea053260871d64aa1,63,ee04e77e55d642899cc29db31660e66b,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,9892973426cb46af857500bde0c58769
de8dec806e5c43eea053260871d64aa1,64,94ce7dc34a2c401480d1746d39527a69,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,f9af0f28c0d64f479ac36b3696964624
de8dec806e5c43eea053260871d64aa1,65,2f5ec49dda744487b96ed65da657d018,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,ebb43d24dfb24953b427f809295f4a3c
de8dec806e5c43eea053260871d64aa1,66,645414f1bac943dc86b6682d781fc758,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,09a9073c8d774b6a916395a32f7c5ae4
de8dec806e5c43eea053260871d64aa1,67,dd158b4715cd41e7b030214790277e33,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,7c43bdb46ff74208af55f3c8f6c2a483
de8dec806e5c43eea053260871d64aa1,68,9194f77ea2cb4d77b003fbbf5888bce8,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,294e65454fa04db1880715eaa2e126dc
de8dec806e5c43eea053260871d64aa1,69,799b3af7809a4f5fa14db9973aff70a0,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,08182c0761854a0fa33ffc0c6843067f
de8dec806e5c43eea053260871d64aa1,70,aed4c1d71a07494da9226ba77b72eb09,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,d54e5130ebba4188ada9dd03aca7048c
de8dec806e5c43eea053260871d64aa1,71,1d290ee5e7154a66a736e9274f3df614,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,6d4e06107e0e45509b86445cb7471a44
de8dec806e5c43eea053260871d64aa1,72,d99094d129174357b4febdca944dca6b,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,0aa0eb24adb8464abb4f67706d0ad128
de8dec806e5c43eea053260871d64aa1,73,cd79e5260f4140fb917c770ca2ad1d54,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,0ae16538fd474e10bc57af774cce923e
de8dec806e5c43eea053260871d64aa1,74,7b9de4f41942401bb58d892ad82fada7,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,bd1f3adf5d3541a1ba66c11d79204e6e
de8dec806e5c43eea053260871d64aa1,75,50655eb402554f79af30748469cc44be,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,4c3a314857934e6aaf21bb3fca5d53af
de8dec806e5c43eea053260871d64aa1,76,f0e1b81e77504033be67557ab05f2740,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,8d17f1e8681c4fc7ab062e92d81bbffc
de8dec806e5c43eea053260871d64aa1,77,41bddb6f744c45f1a164cb1700bf75cd,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,13165eedbc534cc8bbf0bfa63b5689b2
de8dec806e5c43eea053260871d64aa1,78,905beed33a984ab5a9722f2955c88605,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,7875ee9bbbf54b3e8206e53b017ed8d5
de8dec806e5c43eea053260871d64aa1,79,0ebc0ca00f7844fe85ce6fcbcb426927,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,fc86d26abaeb4ab6b3eda48763cf17e1
de8dec806e5c43eea053260871d64aa1,80,c424ed7f4c7240e69173f7f7eba75fc3,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,73b1ae7fa92c451ab20abe7b740c612a
de8dec806e5c43eea053260871d64aa1,81,a9bdb4b7fb3043729895a3274a5b7b6c,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,5303bf955e44480e9fb1d4446cd7a74c
de8dec806e5c43eea053260871d64aa1,82,73f2945bd53e424bb5317073d2ca9a53,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,c5c760799b6f42a7be42628e6293260d
de8dec806e5c43eea053260871d64aa1,83,58d4f1c6a01f4f5398c90ea48235281a,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,3558d172a6f44f248ed5f366011c152d
de8dec806e5c43eea053260871d64aa1,84,ec02a1fdc96c44d8aaabdfeadd0cc310,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,e980180874bc443694509aaff1100ccc
de8dec806e5c43eea053260871d64aa1,85,cd699d872e244afe867ccd4aa3d43529,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,3929e18094ed4278a0b75862dce9844e
de8dec806e5c43eea053260871d64aa1,86,2f8d6494e8a6475baf26c3fad01b208d,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,03b5a9b300824057adfa088f0475d75a
de8dec806e5c43eea053260871d64aa1,87,ac2c19c3f0bd4b34ad34d1aca227958d,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,34025739886a4ad0880a413781a486d8
de8dec806e5c43eea053260871d64aa1,88,e8eeab7a64a7479a913a81f20792c194,vcs_FR-CH-1|FR-MU-2309 + FR-CT-1|FR-MU-2309,61f199db26194d26859d7b4b241a65e0
de8dec806e5c43eea053260871d64aa1,89,50fbd346901e46f687f8f4f7e03e3abf,vcs_FR-CH-1|FR-MU-2309,271878f1f1324e59a656348430b53f6a
de8dec806e5c43eea053260871d64aa1,90,ba13880e71314444a526dba23548417e,vcs_FR-CH-1|FR-MU-2309,80521d1d510641fb89b8326cb503353c
de8dec806e5c43eea053260871d64aa1,91,9b5bdc764b8149a2a001f6ef1637214b,vcs_FR-CH-1|FR-MU-2309,ce57a64bfd8946678001f8ea847bccd9
de8dec806e5c43eea053260871d64aa1,92,449f8425a3244b85b10061b833a2b9b9,vcs_FR-CH-1|FR-MU-2309,677292a76e884b90b34b7eb60e5edaf1
de8dec806e5c43eea053260871d64aa1,93,9be0cbede4d8470488e08be9996d573e,vcs_FR-CH-1|FR-MU-2309,3d13361875fb4a20ac00a97b858dc14e
de8dec806e5c43eea053260871d64aa1,94,aabc1665bd3143fd92a3ea006f3e85ea,vcs_FR-CH-1|FR-MU-2309,3fab29fd5b504ce892f04aa482c48bb8
de8dec806e5c43eea053260871d64aa1,95,5ec4cb5c939742cb9860ae80de298f19,vcs_FR-CH-1|FR-MU-2309,4ad0d49ed51d4d8881e4f11a85956dde
de8dec806e5c43eea053260871d64aa1,96,cf7c0adc7fb24d45ace51c47d1690d66,vcs_FR-CH-1|FR-MU-2309,5eeec1d9306044b2b19a4fd0f20c5c25
de8dec806e5c43eea053260871d64aa1,97,5ceca91ba37b4f148d21e82d6c3c505f,vcs_FR-CH-1|FR-MU-2309,be4c580ecc83406d8b1637dd40f5af64
de8dec806e5c43eea053260871d64aa1,98,75b0909160be4b01b0de437780c8e4bf,vcs_FR-CH-1|FR-MU-2309,26d4e2a768b64824a02bc53bffe50ef6
de8dec806e5c43eea053260871d64aa1,99,3d250c4775904be6bc45fce414d0fe5d,vcs_FR-CH-1|FR-MU-2309,a4b0f02931274e91b6b9291e320fcf27
