election_event_id,voting_card_alias,voting_card_id,voting_card_set_alias,verification_card_id
ba4851320ff448b3914f6fa04b3f4235,14,ff6efece448241efb86a780e812db697,vcs_FR-BZ-1006|FR-MU-2309,1f1f4008980640c1a65c501d875d0aa0
ba4851320ff448b3914f6fa04b3f4235,15,2f6cf19b077f4cb7ba4f6b1141aa254f,vcs_FR-BZ-1006|FR-MU-2309,2906b054ddff41f3b95340df8bb369bc
ba4851320ff448b3914f6fa04b3f4235,16,0cbbc53169a748f3a5ea3b1be46c8810,vcs_FR-BZ-1006|FR-MU-2309,20ce73ea5a104df887dac5077e3e367d
ba4851320ff448b3914f6fa04b3f4235,17,1aeac9289c3d4a7e8216c3b1f4668d7c,vcs_FR-BZ-1006|FR-MU-2309,2f75e1b374db48cab4704ed4033aef9a
ba4851320ff448b3914f6fa04b3f4235,18,6cb9a7bdb13c413baf8d9a84a03c1b5c,vcs_FR-BZ-1006|FR-MU-2309,34200f71df324845a38f2eb6aeefe4cf
ba4851320ff448b3914f6fa04b3f4235,19,d4747380e1814208a80c78cd0bffdee1,vcs_FR-BZ-1006|FR-MU-2309,34daead1a41144a8b3641151eb8a1ac6
ba4851320ff448b3914f6fa04b3f4235,20,7eda92451ee6438a9f207224fa601a88,vcs_FR-BZ-1006|FR-MU-2309,3652ab56d9194e7a9e97cdd63917249d
ba4851320ff448b3914f6fa04b3f4235,21,0e944bf0a1314b5b98da14aa0d1b4444,vcs_FR-BZ-1006|FR-MU-2309,3e9417ac02a34c9192a330833823865b
ba4851320ff448b3914f6fa04b3f4235,22,f4f3b78081ae47fb9920f71764f6c102,vcs_FR-BZ-1006|FR-MU-2309,3f8ef82a538d4577b473ddc145bf3cfb
ba4851320ff448b3914f6fa04b3f4235,23,0bc2009479c04f69acabd6e61763c0b0,vcs_FR-BZ-1006|FR-MU-2309,3f7023e5ea834ce995f738d48196d283
ba4851320ff448b3914f6fa04b3f4235,24,098bfe85f7c142999f5898f0fff9baf7,vcs_FR-BZ-1006|FR-MU-2309,400b852de7064f359506c2bf058c148c
ba4851320ff448b3914f6fa04b3f4235,25,5cf28bbda83144a68cdf03a94e5df8b8,vcs_FR-BZ-1006|FR-MU-2309,402d675c41ac4b8fa0a96eb87e8f4871
ba4851320ff448b3914f6fa04b3f4235,26,8730e91b5ea34bf6b7ac1a3a1fac90bc,vcs_FR-BZ-1006|FR-MU-2309,42ac6db5e1d6435c8b3b309afd263896
ba4851320ff448b3914f6fa04b3f4235,27,82cddc57a3ef45e788a2986a9d2fb40d,vcs_FR-BZ-1006|FR-MU-2309,45576e00c28b44b591772fa49980a318
ba4851320ff448b3914f6fa04b3f4235,28,b81e0697b6e94c48871320e4680c3393,vcs_FR-BZ-1006|FR-MU-2309,4622dbeb2f414cd58656f410a522fcc7
ba4851320ff448b3914f6fa04b3f4235,29,b7038684d1ea48b2b35f397612551e46,vcs_FR-BZ-1006|FR-MU-2309,49d0bda320ad40819c8abc474ad38ed9
ba4851320ff448b3914f6fa04b3f4235,30,1ee207f2717541bdb3fb498e3791cf47,vcs_FR-BZ-1006|FR-MU-2309,4929d78567754871b8b5c3cee751c79e
ba4851320ff448b3914f6fa04b3f4235,31,4082a12a20eb4b06b37c8b44677f6aaa,vcs_FR-BZ-1006|FR-MU-2309,4ba5dcedb29744e3b0ab0ed37988de24
ba4851320ff448b3914f6fa04b3f4235,32,155090dadbc2442aaed89fa10818a46e,vcs_FR-BZ-1006|FR-MU-2309,4c8bdeb0243f4fd58e0e15e798c0834f
ba4851320ff448b3914f6fa04b3f4235,33,3a24ce99d5f048d18acb2a5fe582695a,vcs_FR-BZ-1006|FR-MU-2309,51681f1baed14563b890c18f92550214
ba4851320ff448b3914f6fa04b3f4235,34,94350a90c4884facac851eebf8bc64fb,vcs_FR-BZ-1006|FR-MU-2309,55c30cbf2871496988671cac9ba0fafe
ba4851320ff448b3914f6fa04b3f4235,35,58673b53ddc34e8c9d07fddd2dc24056,vcs_FR-BZ-1006|FR-MU-2309,4da997e44458482a9026e8230a005d10
ba4851320ff448b3914f6fa04b3f4235,36,00f095b0bf324a669f96c9adefe831fa,vcs_FR-BZ-1006|FR-MU-2309,55cdca9681014f99a9677d515944efe1
ba4851320ff448b3914f6fa04b3f4235,37,2e0227eb06fa43f2b10598dcbecbf4a7,vcs_FR-BZ-1006|FR-MU-2309,5712a8609b84435383a5ef258c67aa98
ba4851320ff448b3914f6fa04b3f4235,38,0239ddb23bae45de835082677381dd70,vcs_FR-BZ-1006|FR-MU-2309,5affe6e7b21240ac8f071533608d0f82
ba4851320ff448b3914f6fa04b3f4235,39,f63456492b2f4228abc60a93009dd08d,vcs_FR-BZ-1006|FR-MU-2309,5beac185249042e2871779fef09348db
ba4851320ff448b3914f6fa04b3f4235,40,ee92c3623952489ca5e61306ddbe2fbb,vcs_FR-BZ-1006|FR-MU-2309,5bb3f384cb2943ffbed2233067a06b63
ba4851320ff448b3914f6fa04b3f4235,41,9019a0fe44db44a3b1229b5da7987e25,vcs_FR-BZ-1006|FR-MU-2309,5cb3014792034a0097cba079bda6e9c4
ba4851320ff448b3914f6fa04b3f4235,42,9beaad86b5f14a3c91e97384ea9cc609,vcs_FR-BZ-1006|FR-MU-2309,6191af3b6fb249149967078716e6ed6d
ba4851320ff448b3914f6fa04b3f4235,43,373ba10f1cd74d3494f94e652e4ea178,vcs_FR-BZ-1006|FR-MU-2309,62507a5befba43918069b056c7cd98f8
ba4851320ff448b3914f6fa04b3f4235,44,70c7b0cc1c084fd28c96014ab47afdea,vcs_FR-BZ-1006|FR-MU-2309,62b8f5bd6bd14491aa4a5e15826513c6
ba4851320ff448b3914f6fa04b3f4235,45,3bca10a984004d96b71c6746b0123a8d,vcs_FR-BZ-1006|FR-MU-2309,62d7fda284b7413fa54f7fbd39a0ffb1
ba4851320ff448b3914f6fa04b3f4235,46,4c3dc536f00b404cb998d66ed0d5be39,vcs_FR-BZ-1006|FR-MU-2309,6474d690ee454ca992c4e3ea4b771ba5
ba4851320ff448b3914f6fa04b3f4235,47,d34607ab117c41558fedd689beefb691,vcs_FR-BZ-1006|FR-MU-2309,6368bef4a96f4ec7908dd18ff4bd0343
ba4851320ff448b3914f6fa04b3f4235,48,8272981ab2ad48d2b8e070ff7b641379,vcs_FR-BZ-1006|FR-MU-2309,671e24d2a0da47e8a2ecb95ef45b558a
ba4851320ff448b3914f6fa04b3f4235,49,757355e0129c46f7be8b5d7e961cb180,vcs_FR-BZ-1006|FR-MU-2309,70eff1367e134fab8339afe64b964719
ba4851320ff448b3914f6fa04b3f4235,50,351f1a303aa14b15a434d1c5e966576a,vcs_FR-BZ-1006|FR-MU-2309,7c24546bada2402ea71310760bf429b6
ba4851320ff448b3914f6fa04b3f4235,51,0305d7854d1148edb6c353fa17bc6a38,vcs_FR-BZ-1006|FR-MU-2309,78bbba3f2e3848829d34e8c4fd3f89ae
ba4851320ff448b3914f6fa04b3f4235,52,5ce25758911d4678b6885626669de020,vcs_FR-BZ-1006|FR-MU-2309,7ec6e7d417f04490905ee52699859095
ba4851320ff448b3914f6fa04b3f4235,53,0891a2cc6abc4c17951476f1ae4c78f5,vcs_FR-BZ-1006|FR-MU-2309,7f3e90931d154f18b8e603f0c2e7c703
ba4851320ff448b3914f6fa04b3f4235,54,7527aeda3df542389afb4873eed2e46c,vcs_FR-BZ-1006|FR-MU-2309,823c6cf0d04d4dd49071fc65db214f1a
ba4851320ff448b3914f6fa04b3f4235,55,ea602b916fcd45c8b66922b9def7baeb,vcs_FR-BZ-1006|FR-MU-2309,8566b5c5963247bf94aae7ceb90b2574
ba4851320ff448b3914f6fa04b3f4235,56,6a36dd7816084d75bbbd89bd8a88e705,vcs_FR-BZ-1006|FR-MU-2309,8814f21b05b541c88501992ba32747e6
ba4851320ff448b3914f6fa04b3f4235,57,1f5235fa757040e2bcc5fc578b49615d,vcs_FR-BZ-1006|FR-MU-2309,8af381c4704346629ff89f1b986cfea4
ba4851320ff448b3914f6fa04b3f4235,58,2e9151d8729c4036885ff7f619ae5a1e,vcs_FR-BZ-1006|FR-MU-2309,8b8c4e89eb71472eacdc81ba19b238eb
ba4851320ff448b3914f6fa04b3f4235,59,257b63bdca5647e38b6da071536875a4,vcs_FR-BZ-1006|FR-MU-2309,8e45a97ae49a4ca2a843408a1a92f82e
ba4851320ff448b3914f6fa04b3f4235,60,63c78681c2be480eb46eab12b8027e9e,vcs_FR-BZ-1006|FR-MU-2309,9106f75d1b154da6a3ae01b6ba4d18db
ba4851320ff448b3914f6fa04b3f4235,61,d89a899d27764fccb34383f52ddc3ed4,vcs_FR-BZ-1006|FR-MU-2309,96392eacb9014afba625f265839795fd
ba4851320ff448b3914f6fa04b3f4235,62,2cbe88c648794097830d1422ac103b75,vcs_FR-BZ-1006|FR-MU-2309,94bf9cd958774e85b9d5b249607095b1
ba4851320ff448b3914f6fa04b3f4235,63,a8804e3984c14483ae6eec98a010f1ce,vcs_FR-BZ-1006|FR-MU-2309,967ffc921a824ac8b145857410d7054b
ba4851320ff448b3914f6fa04b3f4235,64,16fd07d6a2a14bf3941b8860ea4d4c4b,vcs_FR-BZ-1006|FR-MU-2309,9844733a37b749b2af2c4fea36d43a90
ba4851320ff448b3914f6fa04b3f4235,65,cd727342e1da4f198f6d2a9bb9acf0ef,vcs_FR-BZ-1006|FR-MU-2309,a0e879a0aafc479284e14649d8937730
ba4851320ff448b3914f6fa04b3f4235,66,3dae9a46119e48a898e95cc8e2b5dcea,vcs_FR-BZ-1006|FR-MU-2309,a2c88b9925b44f59a46d0fb550c9a5c6
ba4851320ff448b3914f6fa04b3f4235,67,bb474b5b8e014732b1f1ad0fd562d48c,vcs_FR-BZ-1006|FR-MU-2309,a4e7e270d7754179b3aefe131800fcb1
ba4851320ff448b3914f6fa04b3f4235,68,a9370d0e59844f81a5d25cc158f5d534,vcs_FR-BZ-1006|FR-MU-2309,b2386bda6d5441928a3e5829cd1b1de0
ba4851320ff448b3914f6fa04b3f4235,69,b42f64af62004160b9b2509c2198cd29,vcs_FR-BZ-1006|FR-MU-2309,b51c6006fdf348ba8f795926f98867d0
ba4851320ff448b3914f6fa04b3f4235,70,6249bc8c1c81472a9e6617b59b2607a7,vcs_FR-BZ-1006|FR-MU-2309,b4753a0a42b247d4ad9943a26c361a4d
ba4851320ff448b3914f6fa04b3f4235,71,cb20c1b0d9f143e7ab41ab93a847033e,vcs_FR-BZ-1006|FR-MU-2309,b78d228ca077474bacdfb852a12f0fdb
ba4851320ff448b3914f6fa04b3f4235,72,c09d53f127b94cd798940435a41ed33e,vcs_FR-BZ-1006|FR-MU-2309,b7d82bdcb6f349a582a718d0746908ee
ba4851320ff448b3914f6fa04b3f4235,73,92525837fcbb47d1bd1503399455495f,vcs_FR-BZ-1006|FR-MU-2309,b8594425bba34bbd96ac268a2f38beb4
ba4851320ff448b3914f6fa04b3f4235,74,721eaa3db0c1445b8468e5a269b054f1,vcs_FR-BZ-1006|FR-MU-2309,bdbd8d7516314bdcb54dc1587a4d75a8
ba4851320ff448b3914f6fa04b3f4235,75,a536fd018dec41f79a0e117389eb9f9a,vcs_FR-BZ-1006|FR-MU-2309,bcd38759c4d9413994e20df2880701dd
ba4851320ff448b3914f6fa04b3f4235,76,29abc4d5ff604dd58d09b19bd67b35de,vcs_FR-BZ-1006|FR-MU-2309,c0c8e35aed2545a7bc0b30a43a57992b
ba4851320ff448b3914f6fa04b3f4235,77,b482d603853f4f0584bf97735cc57abf,vcs_FR-BZ-1006|FR-MU-2309,c4684d59d5f349d09c0a29b644da7dc6
ba4851320ff448b3914f6fa04b3f4235,78,0b48a2eeaa7b46859dcaefbb09ca36ce,vcs_FR-BZ-1006|FR-MU-2309,c54985bfc63e472586ec1076f1e633bc
ba4851320ff448b3914f6fa04b3f4235,79,8e17abb9d72d464d9d607355fa4511a6,vcs_FR-BZ-1006|FR-MU-2309,c138a2f8cfc5405cbe5dfc70d1fee5d9
ba4851320ff448b3914f6fa04b3f4235,80,18bc4ab813174683bfaa9d4b0b962ce8,vcs_FR-BZ-1006|FR-MU-2309,c9280eb86a47496a943990ef82910d68
ba4851320ff448b3914f6fa04b3f4235,81,52b0192e327e46c393312858f143aa9a,vcs_FR-BZ-1006|FR-MU-2309,cdfb32fda8b24e67ba184d19c1f6ee5a
ba4851320ff448b3914f6fa04b3f4235,82,07ca00abbe774b248d6170097f7ff99b,vcs_FR-BZ-1006|FR-MU-2309,d39e3f0dd8ee4d96ae4b71dc47fab145
ba4851320ff448b3914f6fa04b3f4235,83,43e6602e992d40b58da7c53317efa905,vcs_FR-BZ-1006|FR-MU-2309,dbaa722a38334669a0fdbc644ab72195
ba4851320ff448b3914f6fa04b3f4235,84,cc1b8159ee3049888098662023d89f87,vcs_FR-BZ-1006|FR-MU-2309,c96a5152008a409987e4805dc924d5c0
ba4851320ff448b3914f6fa04b3f4235,85,7d49f2ed17494062b0b342b70163dbea,vcs_FR-BZ-1006|FR-MU-2309,dbe8e49513434a3d95afeb2ab889ddcb
ba4851320ff448b3914f6fa04b3f4235,86,614ce3ac20b240d7a34f445a9d5e1ece,vcs_FR-BZ-1006|FR-MU-2309,dedcb846c85f473a9f65d86e35ba6937
ba4851320ff448b3914f6fa04b3f4235,87,94f8d14c0b9d4a9ea80441cef2dc9f98,vcs_FR-BZ-1006|FR-MU-2309,df5c9e3ff2b34fd0afc3279064fcbe23
ba4851320ff448b3914f6fa04b3f4235,88,8b4b0ca73f424a34b760c715d25626eb,vcs_FR-BZ-1006|FR-MU-2309,e130d33c8d434f9a8ec6f1ae4047af6e
ba4851320ff448b3914f6fa04b3f4235,89,3a030417083f46e98a71fad6f41f6d78,vcs_FR-BZ-1006|FR-MU-2309,e535858850b841ac99cf2beec3be466c
ba4851320ff448b3914f6fa04b3f4235,90,f15fad0318594852a1b94318ce0f9ddf,vcs_FR-BZ-1006|FR-MU-2309,e622cf7f16c6415aa0e95dbc64e4da57
ba4851320ff448b3914f6fa04b3f4235,91,5f8faa0d27144c4191c32c78b9450fce,vcs_FR-BZ-1006|FR-MU-2309,e6abb22c65404939b26b359a301efe0f
ba4851320ff448b3914f6fa04b3f4235,92,2110b3d6ca0c483faef962090b6de090,vcs_FR-BZ-1006|FR-MU-2309,f0e211d99170431e835f8b750a40c132
ba4851320ff448b3914f6fa04b3f4235,93,856fb88459a54fb48efa0f4c8b656afd,vcs_FR-BZ-1006|FR-MU-2309,f28a5900b54242398e41d76ab7bda7ba
ba4851320ff448b3914f6fa04b3f4235,94,7da238cbc2e14159a4da892e621ff0cd,vcs_FR-BZ-1006|FR-MU-2309,f57000ac681c47008181f9ff333756c0
ba4851320ff448b3914f6fa04b3f4235,95,5ab4493491064173a2ff124211ae39d6,vcs_FR-BZ-1006|FR-MU-2309,f858d132bcae4b27b9c86308e46bde3c
ba4851320ff448b3914f6fa04b3f4235,96,e1e2e3e346a94a37972ea1347e274a29,vcs_FR-BZ-1006|FR-MU-2309,f846b53582cd49939f7cc62d98ab12cf
ba4851320ff448b3914f6fa04b3f4235,97,4acf4412cbab4a78888c63252146fe62,vcs_FR-BZ-1006|FR-MU-2309,f9e585934c5441d8bc511e339e058f62
ba4851320ff448b3914f6fa04b3f4235,98,b0ec94a6aeb643caa37ca9134f70edf9,vcs_FR-BZ-1006|FR-MU-2309,fab2a126c48446e9a01b87bca1e0dec2
ba4851320ff448b3914f6fa04b3f4235,99,8c1e529c0581494eb8a90186e1c601ac,vcs_FR-BZ-1006|FR-MU-2309,ff5e27a8fa0f45b2993388319b2fbd17
